Date	Time	Water vapor H2O[vol-%]	Carbon dioxide CO2[vol-%]	Carbon monoxide CO High[vol-%]	Nitrous oxide N2O[ppm]	Nitrogen monoxide NO[ppm]	Nitrogen dioxide NO2[ppm]	Sulfur dioxide SO2 High[ppm]	Ammonia NH3[ppm]	Hydrogen chloride HCl[ppm]	Hydrogen fluoride HF[ppm]	Methane CH4 High[ppm]	Ethane C2H6[ppm]	Ethylene C2H4[ppm]	Propane C3H8[ppm]	Formaldehyde CHOH[ppm]	Benzen[ppm]	Toluen[ppm]	Carbon monoxide CO Low[ppm]	Sulfur dioxide Low[ppm]	Methane Low[ppm]	Zr Oxygen[vol-%]
2022-10-12	10:05:02	"  5.68"	"  6.86"	"  0.71"	"  5.20"	129.69	"  4.04"	"  0.00"	" 15.56"	"  0.00"	"  2.85"	301.43	"  8.66"	126.20	"  0.00"	" 21.36"	" 61.69"	"  0.00"	7138.16	"  0.00"	301.43	"  8.81"
2022-10-12	10:05:12	"  5.80"	"  7.67"	"  0.84"	"  6.49"	136.23	"  5.69"	"  0.00"	" 14.05"	"  0.00"	"  2.87"	468.58	" 13.76"	182.68	"  0.00"	" 28.14"	" 74.39"	"  0.00"	8413.55	"  0.00"	468.58	"  6.30"
2022-10-12	10:05:19	"  6.34"	"  8.66"	"  0.87"	"  7.32"	141.24	" 11.13"	"  0.00"	" 16.06"	"  0.00"	"  2.85"	437.53	" 13.74"	171.25	"  0.00"	" 29.81"	" 68.43"	"  0.00"	8714.90	"  0.00"	437.53	"  6.60"
2022-10-12	10:05:30	"  7.03"	"  8.66"	"  0.75"	"  7.37"	137.87	"  9.88"	"  0.00"	" 17.60"	"  0.00"	"  2.04"	324.79	"  8.38"	130.60	"  0.00"	" 25.97"	" 58.74"	"  0.00"	7516.00	"  0.00"	324.79	"  7.23"
2022-10-12	10:05:41	"  7.71"	"  8.46"	"  0.62"	"  6.75"	135.10	"  7.07"	"  0.00"	" 18.61"	"  0.00"	"  1.37"	266.64	"  6.23"	100.38	"  0.00"	" 22.66"	" 48.24"	"  0.00"	6242.51	"  0.00"	266.64	"  7.89"
2022-10-12	10:05:54	"  7.97"	"  8.16"	"  0.54"	"  6.64"	135.08	"  7.09"	"  0.00"	" 18.59"	"  0.00"	"  1.12"	246.66	"  4.84"	" 89.33"	"  0.00"	" 20.91"	" 46.54"	"  0.00"	5439.79	"  0.00"	246.66	"  8.41"
2022-10-12	10:06:00	"  8.08"	"  7.78"	"  0.47"	"  6.05"	139.61	"  5.85"	"  0.00"	" 19.15"	"  0.00"	"  1.03"	205.91	"  3.17"	" 75.93"	"  0.00"	" 18.94"	" 44.70"	"  0.00"	4726.18	"  0.00"	205.91	"  8.91"
2022-10-12	10:06:11	"  8.31"	"  7.41"	"  0.37"	"  5.74"	132.13	"  5.20"	"  0.00"	" 19.78"	"  0.09"	"  0.33"	145.87	"  3.26"	" 50.50"	"  0.00"	" 14.64"	" 33.22"	"  0.00"	3703.53	"  0.00"	145.87	"  9.71"
2022-10-12	10:06:22	"  8.11"	"  7.20"	"  0.37"	"  5.38"	127.57	"  3.01"	"  0.00"	" 19.60"	"  0.00"	"  0.58"	126.25	"  2.73"	" 43.90"	"  0.00"	" 12.85"	" 29.95"	"  0.00"	3719.30	"  0.00"	126.25	"  9.21"
2022-10-12	10:06:34	"  7.14"	"  7.78"	"  0.76"	"  6.54"	139.08	" 11.27"	"  0.00"	" 18.91"	"  0.26"	"  2.69"	432.07	" 12.10"	166.74	"  0.00"	" 26.44"	" 60.65"	"  0.00"	7649.57	"  0.00"	432.07	"  6.84"
2022-10-12	10:06:44	"  7.28"	"  8.23"	"  0.92"	"  7.60"	145.91	" 13.01"	"  0.00"	" 16.49"	"  0.00"	"  2.67"	684.17	" 22.47"	250.09	"  0.00"	" 39.23"	" 82.25"	"  0.00"	9203.17	"  0.00"	684.17	"  6.16"
2022-10-12	10:06:51	"  7.26"	"  8.63"	"  0.98"	"  8.11"	146.09	" 18.71"	"  0.00"	" 16.81"	"  0.00"	"  3.21"	815.04	" 29.28"	290.98	"  0.00"	" 45.93"	" 95.79"	"  0.00"	9816.96	"  0.00"	815.04	"  6.19"
2022-10-12	10:07:02	"  7.26"	"  8.42"	"  0.97"	"  7.95"	145.91	" 20.32"	"  0.00"	" 17.33"	"  0.00"	"  3.70"	721.52	" 25.43"	273.22	"  0.00"	" 44.81"	100.90	"  0.00"	9710.51	"  0.00"	721.52	"  6.79"
2022-10-12	10:07:14	"  7.69"	"  8.01"	"  0.83"	"  7.69"	141.33	" 16.72"	"  0.00"	" 18.05"	"  0.00"	"  3.19"	460.18	" 14.28"	191.97	"  0.00"	" 36.37"	" 85.74"	"  0.00"	8346.27	"  0.00"	460.18	"  7.55"
2022-10-12	10:07:26	"  8.31"	"  7.73"	"  0.62"	"  7.08"	139.29	" 15.50"	"  0.00"	" 20.28"	"  0.00"	"  1.81"	296.82	"  7.95"	112.05	"  0.00"	" 27.00"	" 61.99"	"  0.00"	6237.68	"  0.00"	296.82	"  8.50"
2022-10-12	10:07:33	"  8.40"	"  7.40"	"  0.52"	"  6.39"	135.10	" 11.64"	"  0.00"	" 20.82"	"  0.00"	"  1.56"	207.27	"  3.78"	" 81.14"	"  0.00"	" 21.43"	" 52.74"	"  0.00"	5151.01	"  0.00"	207.27	"  9.21"
2022-10-12	10:07:44	"  8.61"	"  7.14"	"  0.38"	"  5.88"	128.46	"  8.17"	"  0.00"	" 20.93"	"  0.00"	"  0.82"	130.92	"  2.73"	" 45.98"	"  0.00"	" 16.14"	" 37.11"	"  0.00"	3806.43	"  0.00"	130.92	"  9.73"
2022-10-12	10:07:55	"  8.00"	"  6.93"	"  0.48"	"  5.62"	130.78	"  8.05"	"  0.00"	" 20.41"	"  0.00"	"  1.50"	229.53	"  4.79"	" 87.62"	"  0.00"	" 19.11"	" 48.60"	"  0.00"	4821.76	"  0.00"	229.53	"  8.98"
2022-10-12	10:08:07	"  8.31"	"  7.92"	"  0.53"	"  7.76"	139.98	" 12.58"	"  0.00"	" 19.64"	"  0.05"	"  0.98"	318.76	"  9.63"	108.49	"  0.00"	" 23.88"	" 51.19"	"  0.00"	5310.50	"  0.00"	318.76	"  6.89"
2022-10-12	10:08:17	"  9.01"	"  8.70"	"  0.51"	"  7.94"	139.13	" 13.61"	"  0.00"	" 20.52"	"  0.00"	"  0.65"	281.75	"  7.94"	" 94.09"	"  0.00"	" 23.35"	" 43.18"	"  0.00"	5078.19	"  0.00"	281.75	"  6.90"
2022-10-12	10:08:24	"  9.32"	"  8.81"	"  0.48"	"  8.30"	141.25	" 14.69"	"  0.00"	" 20.73"	"  0.00"	"  0.72"	248.30	"  6.84"	" 86.06"	"  0.00"	" 22.71"	" 41.53"	"  0.00"	4794.83	"  0.00"	248.30	"  7.00"
2022-10-12	10:08:35	"  9.12"	"  8.52"	"  0.52"	"  8.09"	137.89	" 13.32"	"  0.00"	" 20.32"	"  0.00"	"  0.93"	286.41	"  7.66"	" 99.41"	"  0.00"	" 23.50"	" 46.32"	"  0.00"	5162.71	"  0.00"	286.41	"  7.53"
2022-10-12	10:08:47	"  8.69"	"  7.99"	"  0.54"	"  8.17"	140.17	" 12.13"	"  0.00"	" 19.73"	"  0.26"	"  1.45"	346.91	" 10.60"	117.13	"  0.00"	" 24.36"	" 54.22"	"  0.00"	5387.04	"  0.00"	346.91	"  8.26"
2022-10-12	10:09:00	"  8.89"	"  7.63"	"  0.36"	"  6.75"	142.36	"  8.20"	"  0.00"	" 20.65"	"  0.32"	"  0.64"	187.67	"  5.51"	" 60.59"	"  0.00"	" 17.34"	" 38.32"	"  0.00"	3638.67	"  0.00"	187.67	"  9.33"
2022-10-12	10:09:06	"  8.90"	"  7.19"	"  0.27"	"  6.09"	132.16	"  7.65"	"  0.00"	" 20.44"	"  0.58"	"  0.10"	111.78	"  2.47"	" 34.12"	"  0.00"	" 13.04"	" 28.92"	"  0.00"	2686.21	"  0.00"	111.78	"  9.76"
2022-10-12	10:09:17	"  8.37"	"  6.96"	"  0.31"	"  5.82"	129.56	"  5.99"	"  0.00"	" 20.27"	"  0.46"	"  0.64"	139.00	"  3.21"	" 45.03"	"  0.00"	" 12.83"	" 30.37"	"  0.00"	3130.30	"  0.00"	139.00	"  9.54"
2022-10-12	10:09:29	"  7.21"	"  7.17"	"  0.54"	"  6.28"	137.15	"  8.01"	"  0.00"	" 19.02"	"  0.13"	"  1.77"	331.07	"  7.57"	122.17	"  0.00"	" 19.86"	" 57.37"	"  0.00"	5405.32	"  0.00"	331.07	"  8.51"
2022-10-12	10:09:41	"  7.24"	"  7.63"	"  0.59"	"  7.16"	134.34	" 11.56"	"  0.00"	" 18.43"	"  0.21"	"  2.17"	384.28	" 10.91"	141.66	"  0.00"	" 22.27"	" 62.31"	"  0.00"	5867.92	"  0.00"	384.28	"  8.48"
2022-10-12	10:09:47	"  7.29"	"  7.47"	"  0.55"	"  6.86"	135.44	"  9.70"	"  0.00"	" 18.18"	"  0.48"	"  2.32"	370.82	" 10.44"	131.37	"  0.00"	" 20.92"	" 61.75"	"  0.00"	5479.32	"  0.00"	370.82	"  8.87"
2022-10-12	10:09:58	"  7.24"	"  7.10"	"  0.52"	"  6.25"	133.39	"  6.55"	"  0.00"	" 17.72"	"  0.26"	"  1.75"	371.39	" 10.28"	126.42	"  0.00"	" 19.78"	" 60.78"	"  0.00"	5156.74	"  0.00"	371.39	"  9.51"
2022-10-12	10:10:09	"  7.58"	"  6.71"	"  0.37"	"  5.60"	128.52	"  5.75"	"  0.00"	" 18.44"	"  0.20"	"  0.88"	218.27	"  3.56"	" 66.31"	"  0.00"	" 14.15"	" 41.83"	"  0.00"	3712.34	"  0.00"	218.27	" 10.54"
2022-10-12	10:10:21	"  7.61"	"  6.52"	"  0.27"	"  4.86"	117.89	"  7.03"	"  0.00"	" 18.56"	"  0.52"	"  0.40"	111.26	"  1.83"	" 31.21"	"  0.00"	" 10.43"	" 27.45"	"  0.00"	2658.04	"  0.00"	111.26	" 11.07"
2022-10-12	10:10:33	"  7.51"	"  6.17"	"  0.19"	"  4.06"	112.04	"  2.44"	"  0.00"	" 17.86"	"  0.49"	"  0.00"	" 60.33"	"  1.52"	" 14.40"	"  0.00"	"  7.44"	" 18.37"	"  0.00"	1924.66	"  0.00"	" 60.33"	" 11.43"
2022-10-12	10:10:40	"  7.35"	"  5.94"	"  0.16"	"  3.70"	110.62	"  2.91"	"  0.00"	" 17.59"	"  0.48"	"  0.00"	" 42.58"	"  1.26"	"  8.69"	"  0.00"	"  6.34"	" 14.45"	"  0.00"	1572.40	"  0.00"	" 42.58"	" 11.66"
2022-10-12	10:10:51	"  6.77"	"  6.13"	"  0.26"	"  3.84"	110.55	"  6.15"	"  0.00"	" 17.70"	"  0.52"	"  0.01"	108.74	"  2.00"	" 31.38"	"  0.00"	"  8.09"	" 21.00"	"  0.00"	2591.05	"  0.00"	108.74	" 10.98"
2022-10-12	10:11:02	"  6.89"	"  6.63"	"  0.39"	"  5.58"	112.11	"  8.04"	"  0.00"	" 17.27"	"  0.15"	"  0.30"	222.09	"  6.60"	" 61.04"	"  0.00"	" 13.36"	" 24.89"	"  0.00"	3887.37	"  0.00"	222.09	"  9.92"
2022-10-12	10:11:15	"  7.04"	"  6.93"	"  0.44"	"  6.42"	115.76	"  7.16"	"  0.00"	" 17.33"	"  0.20"	"  0.40"	234.14	"  4.09"	" 67.57"	"  0.00"	" 15.78"	" 29.80"	"  0.00"	4436.15	"  0.00"	234.14	"  9.99"
2022-10-12	10:11:21	"  7.16"	"  6.90"	"  0.44"	"  6.71"	115.06	" 11.74"	"  0.00"	" 17.28"	"  0.51"	"  0.49"	207.15	"  4.26"	" 61.81"	"  0.00"	" 16.15"	" 28.78"	"  0.00"	4408.65	"  0.00"	207.15	" 10.11"
2022-10-12	10:11:32	"  7.31"	"  6.87"	"  0.41"	"  6.54"	114.45	"  7.23"	"  0.00"	" 17.63"	"  0.39"	"  0.48"	188.56	"  6.55"	" 55.80"	"  0.00"	" 15.12"	" 23.27"	"  0.00"	4114.82	"  0.00"	188.56	" 10.22"
2022-10-12	10:11:43	"  7.42"	"  6.83"	"  0.34"	"  6.39"	114.92	"  6.50"	"  0.00"	" 17.22"	"  0.46"	"  0.00"	171.97	"  5.84"	" 49.11"	"  0.00"	" 13.96"	" 22.60"	"  0.00"	3412.45	"  0.00"	171.97	" 10.51"
2022-10-12	10:11:55	"  7.13"	"  6.44"	"  0.34"	"  5.68"	117.05	"  8.85"	"  0.00"	" 17.06"	"  0.52"	"  0.50"	201.85	"  6.13"	" 57.99"	"  0.00"	" 13.82"	" 24.21"	"  0.00"	3412.29	"  0.00"	201.85	" 10.84"
2022-10-12	10:12:04	"  6.79"	"  6.27"	"  0.34"	"  5.22"	120.16	"  8.57"	"  0.00"	" 16.75"	"  0.60"	"  0.81"	203.80	"  2.88"	" 60.15"	"  0.00"	" 13.33"	" 28.97"	"  0.00"	3377.54	"  0.00"	203.80	" 11.06"
2022-10-12	10:12:11	"  6.72"	"  6.11"	"  0.33"	"  5.12"	115.56	" 10.23"	"  0.00"	" 16.53"	"  0.40"	"  0.20"	207.92	"  5.93"	" 57.99"	"  0.00"	" 13.36"	" 24.17"	"  0.00"	3311.42	"  0.00"	207.92	" 11.25"
2022-10-12	10:12:22	"  6.74"	"  6.16"	"  0.35"	"  5.22"	106.99	"  9.85"	"  0.00"	" 15.77"	"  0.34"	"  0.02"	231.30	"  5.57"	" 58.34"	"  0.00"	" 14.41"	" 25.65"	"  0.00"	3533.87	"  0.00"	231.30	" 10.81"
2022-10-12	10:12:33	"  6.88"	"  6.72"	"  0.39"	"  6.06"	110.90	"  6.84"	"  0.00"	" 16.28"	"  0.59"	"  0.52"	210.76	"  7.77"	" 58.09"	"  0.00"	" 15.03"	" 21.81"	"  0.00"	3899.07	"  0.00"	210.76	" 10.00"
2022-10-12	10:12:46	"  7.17"	"  6.89"	"  0.36"	"  6.42"	109.25	"  8.76"	"  0.00"	" 16.57"	"  0.32"	"  0.00"	196.48	"  6.90"	" 53.28"	"  0.00"	" 14.34"	" 20.93"	"  0.00"	3563.40	"  0.00"	196.48	" 10.29"
2022-10-12	10:12:52	"  7.32"	"  6.75"	"  0.30"	"  6.43"	109.29	"  5.65"	"  0.00"	" 15.81"	"  0.67"	"  0.00"	165.70	"  5.19"	" 43.32"	"  0.00"	" 12.52"	" 18.90"	"  0.00"	2954.51	"  0.00"	165.70	" 10.47"
2022-10-12	10:13:03	"  7.44"	"  6.72"	"  0.23"	"  6.29"	113.16	"  0.97"	"  0.00"	" 15.71"	"  0.58"	"  0.04"	112.58	"  2.92"	" 27.41"	"  0.00"	"  9.90"	" 15.21"	"  0.00"	2289.39	"  0.00"	112.58	" 10.70"
2022-10-12	10:13:14	"  7.23"	"  6.50"	"  0.23"	"  5.94"	112.30	"  2.14"	"  0.00"	" 15.43"	"  1.07"	"  0.00"	112.16	"  2.37"	" 29.38"	"  0.00"	"  9.38"	" 15.40"	"  0.00"	2287.99	"  0.00"	112.16	" 11.02"
2022-10-12	10:13:26	"  6.49"	"  6.20"	"  0.35"	"  5.07"	111.15	"  7.67"	"  0.00"	" 15.67"	"  0.61"	"  0.60"	216.62	"  6.04"	" 63.57"	"  0.00"	" 12.67"	" 22.85"	"  0.00"	3505.71	"  0.00"	216.62	" 11.26"
2022-10-12	10:13:36	"  5.88"	"  5.90"	"  0.42"	"  4.37"	113.33	"  6.35"	"  0.00"	" 15.26"	"  0.64"	"  1.18"	249.88	"  4.54"	" 77.66"	"  0.00"	" 13.83"	" 31.51"	"  0.00"	4180.85	"  0.00"	249.88	" 11.54"
2022-10-12	10:13:43	"  5.98"	"  6.01"	"  0.39"	"  4.70"	108.85	"  5.85"	"  0.00"	" 15.13"	"  0.40"	"  0.82"	219.64	"  3.97"	" 60.20"	"  0.00"	" 13.55"	" 27.86"	"  0.00"	3947.12	"  0.00"	219.64	" 11.01"
2022-10-12	10:13:54	"  6.68"	"  7.16"	"  0.40"	"  6.47"	116.44	"  6.15"	"  0.00"	" 15.29"	"  0.71"	"  0.45"	177.25	"  4.97"	" 47.12"	"  0.00"	" 12.68"	" 20.17"	"  0.00"	3998.78	"  0.00"	177.25	"  8.77"
2022-10-12	10:14:05	"  7.59"	"  8.17"	"  0.36"	"  6.49"	130.40	"  8.31"	"  0.00"	" 16.16"	"  0.56"	"  0.21"	130.59	"  2.90"	" 36.90"	"  0.00"	" 11.94"	" 19.81"	"  0.00"	3622.78	"  0.00"	130.59	"  8.49"
2022-10-12	10:14:18	"  8.23"	"  8.07"	"  0.29"	"  6.44"	128.99	"  2.75"	"  0.00"	" 16.20"	"  1.06"	"  0.00"	" 84.33"	"  1.30"	" 24.28"	"  0.00"	" 10.20"	" 17.21"	"  0.00"	2897.63	"  0.00"	" 84.33"	"  8.86"
2022-10-12	10:14:24	"  8.49"	"  7.99"	"  0.25"	"  6.49"	124.07	"  3.06"	"  0.00"	" 16.68"	"  0.76"	"  0.00"	" 64.84"	"  2.27"	" 17.68"	"  0.00"	"  9.40"	" 13.01"	"  0.00"	2491.29	"  0.00"	" 64.84"	"  8.92"
2022-10-12	10:14:35	"  8.46"	"  7.74"	"  0.19"	"  6.17"	125.07	"  1.96"	"  0.00"	" 16.57"	"  0.81"	"  0.00"	" 42.98"	"  2.22"	" 10.59"	"  0.00"	"  7.79"	"  9.08"	"  0.00"	1894.91	"  0.00"	" 42.98"	"  9.60"
2022-10-12	10:14:46	"  8.26"	"  7.42"	"  0.16"	"  6.69"	124.93	"  1.68"	"  0.00"	" 16.31"	"  1.25"	"  0.00"	" 37.69"	"  2.13"	"  9.00"	"  0.00"	"  7.12"	"  7.72"	"  0.00"	1649.77	"  0.00"	" 37.69"	" 10.09"
2022-10-12	10:14:58	"  7.82"	"  7.10"	"  0.17"	"  6.46"	120.38	"  3.45"	"  0.00"	" 15.87"	"  0.94"	"  0.00"	" 44.35"	"  2.57"	" 10.26"	"  0.00"	"  7.42"	"  7.51"	"  0.00"	1684.49	"  0.00"	" 44.35"	" 10.55"
2022-10-12	10:15:08	"  7.56"	"  6.89"	"  0.20"	"  6.05"	117.21	"  2.82"	"  0.00"	" 15.29"	"  0.79"	"  0.00"	" 72.72"	"  2.86"	" 16.66"	"  0.00"	"  7.83"	"  9.19"	"  0.00"	2040.58	"  0.00"	" 72.72"	" 10.21"
2022-10-12	10:15:15	"  7.18"	"  7.20"	"  0.32"	"  5.87"	116.66	"  7.32"	"  0.00"	" 15.32"	"  0.54"	"  0.00"	131.85	"  3.29"	" 36.92"	"  0.00"	" 10.61"	" 16.88"	"  0.00"	3214.81	"  0.00"	131.85	"  9.45"
2022-10-12	10:15:26	"  7.22"	"  8.00"	"  0.47"	"  6.12"	119.78	"  8.03"	"  0.00"	" 15.65"	"  0.90"	"  0.51"	179.95	"  2.82"	" 60.57"	"  0.00"	" 15.28"	" 27.24"	"  0.00"	4734.59	"  0.00"	179.95	"  8.23"
2022-10-12	10:15:38	"  7.73"	"  8.22"	"  0.45"	"  6.45"	121.24	"  6.22"	"  0.00"	" 16.08"	"  1.15"	"  0.41"	146.38	"  4.01"	" 49.97"	"  0.00"	" 14.48"	" 22.41"	"  0.00"	4463.17	"  0.00"	146.38	"  8.43"
2022-10-12	10:15:50	"  8.12"	"  8.15"	"  0.37"	"  6.28"	121.21	"  5.23"	"  0.00"	" 16.42"	"  0.95"	"  0.00"	117.35	"  2.83"	" 37.96"	"  0.00"	" 12.95"	" 19.79"	"  0.00"	3735.00	"  0.00"	117.35	"  9.01"
2022-10-12	10:15:57	"  8.10"	"  7.71"	"  0.32"	"  5.76"	119.26	"  1.54"	"  0.00"	" 16.27"	"  0.75"	"  0.00"	" 89.76"	"  1.51"	" 26.99"	"  0.00"	" 10.92"	" 16.73"	"  0.00"	3154.04	"  0.00"	" 89.76"	"  9.44"
2022-10-12	10:16:08	"  7.70"	"  7.30"	"  0.31"	"  6.28"	116.41	"  1.68"	"  0.00"	" 15.81"	"  1.02"	"  0.00"	" 88.47"	"  1.45"	" 26.72"	"  0.00"	" 10.46"	" 17.05"	"  0.00"	3052.36	"  0.00"	" 88.47"	" 10.05"
2022-10-12	10:16:19	"  6.69"	"  4.89"	"  0.21"	"  4.09"	" 76.75"	"  2.48"	"  0.00"	" 15.28"	"  1.29"	"  0.00"	" 72.44"	"  2.05"	" 18.86"	"  0.00"	"  7.87"	" 12.48"	"  0.00"	2068.66	"  0.00"	" 72.44"	" 14.47"
2022-10-12	10:16:31	"  6.06"	"  5.42"	"  0.20"	"  4.32"	" 87.76"	"  1.92"	"  0.00"	" 14.41"	"  0.96"	"  0.00"	" 68.55"	"  1.84"	" 18.73"	"  0.00"	"  7.69"	" 11.31"	"  0.00"	2023.57	"  0.00"	" 68.55"	" 12.60"
2022-10-12	10:16:41	"  5.67"	"  4.46"	"  0.19"	"  3.74"	" 73.00"	"  2.05"	"  0.00"	" 14.29"	"  1.12"	"  0.04"	" 78.95"	"  2.04"	" 20.09"	"  0.00"	"  7.61"	" 11.09"	"  0.00"	1873.34	"  0.00"	" 78.95"	" 14.43"
2022-10-12	10:16:48	"  5.30"	"  4.07"	"  0.20"	"  3.53"	" 65.34"	"  2.14"	"  0.00"	" 13.47"	"  0.94"	"  0.06"	" 88.80"	"  2.57"	" 22.96"	"  0.00"	"  7.79"	" 11.67"	"  0.00"	1987.35	"  0.00"	" 88.80"	" 14.26"
2022-10-12	10:16:59	"  5.19"	"  4.34"	"  0.25"	"  3.42"	" 77.82"	"  1.87"	"  0.00"	" 13.72"	"  0.86"	"  0.00"	" 73.99"	"  2.57"	" 17.85"	"  0.00"	"  7.28"	" 10.14"	"  0.00"	2513.19	"  0.00"	" 73.99"	" 13.56"
2022-10-12	10:17:11	"  5.25"	"  4.36"	"  0.18"	"  5.06"	114.13	"  3.23"	"  0.00"	" 13.81"	"  1.17"	"  0.00"	" 37.35"	"  1.62"	"  7.80"	"  0.00"	"  5.37"	"  6.29"	"  0.00"	1769.48	"  0.00"	" 37.35"	" 14.36"
2022-10-12	10:17:24	"  5.07"	"  3.98"	"  0.19"	"  5.10"	110.63	"  2.31"	"  0.00"	" 13.24"	"  0.92"	"  0.00"	" 35.52"	"  2.17"	"  9.12"	"  0.00"	"  6.13"	"  4.83"	"  0.00"	1904.48	"  0.00"	" 35.52"	" 15.18"
2022-10-12	10:17:30	"  4.67"	"  3.44"	"  0.18"	"  4.04"	" 92.31"	"  2.83"	"  0.00"	" 12.73"	"  0.93"	"  0.00"	" 39.49"	"  2.86"	" 10.81"	"  0.00"	"  7.25"	"  4.41"	"  0.00"	1811.60	"  0.00"	" 39.49"	" 15.58"
2022-10-12	10:17:41	"  4.47"	"  3.70"	"  0.17"	"  3.87"	" 92.66"	"  3.06"	"  0.00"	" 12.94"	"  1.06"	"  0.00"	" 42.12"	"  3.34"	" 11.59"	"  0.00"	"  8.20"	"  4.20"	"  0.00"	1726.57	"  0.00"	" 42.12"	" 14.10"
2022-10-12	10:17:52	"  5.08"	"  5.18"	"  0.18"	"  4.53"	126.33	"  3.65"	"  0.00"	" 13.45"	"  0.88"	"  0.00"	" 43.29"	"  3.41"	" 12.09"	"  0.00"	"  8.58"	"  4.07"	"  0.00"	1811.53	"  0.00"	" 43.29"	" 12.67"
2022-10-12	10:18:05	"  5.41"	"  5.69"	"  0.22"	"  4.87"	126.56	"  4.43"	"  0.00"	" 14.05"	"  1.08"	"  0.00"	" 61.71"	"  5.45"	" 16.52"	"  0.00"	" 11.15"	"  4.65"	"  0.00"	2228.03	"  0.00"	" 61.71"	" 11.66"
2022-10-12	10:18:11	"  5.75"	"  6.82"	"  0.24"	"  5.94"	131.81	"  3.64"	"  0.00"	" 14.61"	"  1.16"	"  0.00"	" 41.19"	"  3.49"	" 10.08"	"  0.00"	"  7.80"	"  5.13"	"  0.00"	2413.35	"  0.00"	" 41.19"	"  9.82"
2022-10-12	10:18:22	"  6.82"	"  8.09"	"  0.20"	"  6.01"	136.38	"  2.89"	"  0.00"	" 16.06"	"  1.05"	"  0.00"	" 17.33"	"  1.76"	"  4.28"	"  0.00"	"  5.88"	"  4.10"	"  0.00"	1975.95	"  0.00"	" 17.33"	"  8.90"
2022-10-12	10:18:33	"  7.38"	"  8.18"	"  0.18"	"  5.93"	135.34	"  0.00"	"  0.00"	" 16.28"	"  1.37"	"  0.00"	"  8.32"	"  1.30"	"  0.88"	"  0.00"	"  5.05"	"  3.43"	"  0.00"	1764.37	"  0.00"	"  8.32"	"  9.38"
2022-10-12	10:18:45	"  7.51"	"  7.89"	"  0.17"	"  5.39"	128.08	"  0.00"	"  0.00"	" 16.17"	"  1.21"	"  0.00"	"  5.74"	"  1.17"	"  0.14"	"  0.00"	"  4.84"	"  3.28"	"  0.00"	1701.51	"  0.00"	"  5.74"	" 10.19"
2022-10-12	10:18:57	"  7.18"	"  7.35"	"  0.18"	"  5.60"	122.91	"  0.00"	"  0.00"	" 15.40"	"  1.42"	"  0.00"	"  5.88"	"  0.94"	"  0.69"	"  0.07"	"  4.29"	"  3.60"	"  0.00"	1840.38	"  0.00"	"  5.88"	" 10.80"
2022-10-12	10:19:04	"  6.96"	"  6.91"	"  0.20"	"  4.90"	120.68	"  0.00"	"  0.00"	" 15.07"	"  1.59"	"  0.00"	"  4.92"	"  0.97"	"  0.72"	"  0.03"	"  3.97"	"  2.47"	"  1.37"	2005.09	"  0.00"	"  4.92"	" 11.27"
2022-10-12	10:19:15	"  6.26"	"  5.48"	"  0.17"	"  3.67"	101.13	"  0.00"	"  0.00"	" 14.70"	"  1.25"	"  0.00"	"  5.68"	"  0.94"	"  0.23"	"  0.09"	"  3.33"	"  3.16"	"  0.00"	1735.44	"  0.00"	"  5.68"	" 14.19"
2022-10-12	10:19:26	"  5.33"	"  4.48"	"  0.15"	"  2.99"	" 76.18"	"  0.00"	"  0.00"	" 13.76"	"  1.21"	"  0.00"	"  7.18"	"  1.08"	"  0.61"	"  0.00"	"  2.59"	"  2.63"	"  0.00"	1541.28	"  0.00"	"  7.18"	" 14.09"
2022-10-12	10:19:38	"  5.15"	"  4.88"	"  0.20"	"  4.09"	" 68.94"	"  2.33"	"  0.00"	" 13.52"	"  1.21"	"  0.00"	" 20.30"	"  1.52"	"  4.26"	"  0.00"	"  4.40"	"  4.23"	"  0.00"	2022.01	"  0.00"	" 20.30"	" 13.10"
2022-10-12	10:19:45	"  5.38"	"  5.19"	"  0.20"	"  4.61"	" 74.26"	"  3.08"	"  0.00"	" 13.94"	"  1.13"	"  0.00"	" 19.63"	"  1.25"	"  3.86"	"  0.00"	"  4.08"	"  4.47"	"  0.00"	1958.59	"  0.00"	" 19.63"	" 12.92"
2022-10-12	10:19:56	"  5.47"	"  4.90"	"  0.16"	"  4.38"	" 71.69"	"  2.73"	"  0.00"	" 14.07"	"  1.53"	"  0.00"	" 12.33"	"  0.82"	"  2.38"	"  0.00"	"  3.25"	"  3.82"	"  0.00"	1590.39	"  0.00"	" 12.33"	" 14.17"
2022-10-12	10:20:07	"  5.07"	"  4.17"	"  0.12"	"  3.82"	" 57.48"	"  2.30"	"  0.00"	" 13.10"	"  1.40"	"  0.00"	"  9.97"	"  0.86"	"  1.81"	"  0.00"	"  2.98"	"  2.95"	"  0.00"	1232.51	"  0.00"	"  9.97"	" 15.01"
2022-10-12	10:20:19	"  4.66"	"  3.74"	"  0.11"	"  3.41"	" 51.74"	"  0.00"	"  0.00"	" 12.09"	"  1.51"	"  0.00"	"  9.71"	"  1.22"	"  1.27"	"  0.00"	"  2.96"	"  2.65"	"  0.00"	1083.68	"  0.00"	"  9.71"	" 15.37"
